transaction_id,user_id,amount,device,location,merchant,timestamp,login_attempts,balance,time_since_last_txn,txn_velocity,is_known_device,amount_to_balance_ratio,is_fraud,bucket
TXN0000022,U0289,41919.77,mobile_android,Ahmedabad,Unknown_Merchant,2024-01-22 03:53:39,2,377714.96,0.1211,5,0,0.110982,0,FP_BLOCK
TXN0000023,U0084,25154.17,mobile_android,Delhi,IRCTC,2024-01-31 04:46:23,2,27786.46,0.3709,5,0,0.905235,0,FP_REVIEW
TXN0000024,U0491,11871.06,desktop_firefox,Kolkata,Amazon,2024-02-06 10:31:42,0,78274.18,0.7548,3,0,0.151658,0,FP_ALLOW
TXN0000025,U0396,5683.38,mobile_ios,Delhi,Flipkart,2024-01-30 06:44:18,1,65111.8,19.0463,2,1,0.087285,1,FN
TXN0000026,U0260,58539.78,mobile_android,Pune,Unknown_Merchant,2024-03-03 20:53:06,4,64414.4,0.0174,9,0,0.908785,1,TP
TXN0000027,U0492,61007.46,tablet,Ahmedabad,Unknown_Merchant,2024-02-05 03:57:33,2,23917.54,0.1001,7,0,2.550635,0,FP_BLOCK
TXN0000028,U0471,12292.31,desktop_chrome,Ahmedabad,Flipkart,2024-02-22 06:02:01,1,10461.37,2.5768,2,0,1.174907,0,FP_ALLOW
TXN0000029,U0045,45981.7,mobile_android,Ahmedabad,Unknown_Merchant,2024-01-28 01:56:59,4,32697.12,0.0527,10,0,1.406249,1,TP
TXN0000030,U0195,30905.84,desktop_firefox,Mumbai,Flipkart,2024-02-02 15:51:39,1,15029.38,0.1848,4,0,2.056225,0,FP_REVIEW
TXN0000031,U0409,29749.34,tablet,Pune,Unknown_Merchant,2024-01-26 02:00:17,5,21747.34,0.0489,8,0,1.36789,1,TP
TXN0000032,U0265,72798.77,mobile_android,Delhi,Unknown_Merchant,2024-01-19 13:11:37,5,39800.57,0.0442,9,0,1.829043,1,TP
TXN0000033,U0389,751.2,desktop_chrome,Ahmedabad,PhonePe,2024-01-24 07:59:43,0,35628.89,8.5137,0,1,0.021083,0,TN
TXN0000034,U0114,737.82,desktop_chrome,Hyderabad,BigBasket,2024-02-09 06:19:22,0,47377.77,35.1282,1,1,0.015573,0,TN
TXN0000035,U0272,1712.96,desktop_chrome,Kolkata,Flipkart,2024-02-03 09:00:46,1,13361.92,16.1047,1,1,0.128188,1,FN
TXN0000036,U0119,17003.01,desktop_chrome,Hyderabad,IRCTC,2024-01-12 17:08:54,0,38504.98,2.3465,1,0,0.441568,0,FP_ALLOW
TXN0000037,U0142,31154.43,mobile_android,Chennai,Unknown_Merchant,2024-03-11 08:24:19,3,114412.68,0.0259,8,0,0.272296,1,TP
TXN0000038,U0092,64459.58,tablet,Mumbai,Unknown_Merchant,2024-01-30 08:20:04,2,31804.33,0.0919,5,0,2.026691,0,FP_BLOCK
TXN0000039,U0358,56734.94,tablet,Ahmedabad,ATM_Withdrawal,2024-01-13 06:15:09,3,53945.97,0.0822,8,0,1.05168,0,FP_BLOCK
TXN0000040,U0175,70823.72,tablet,Mumbai,Unknown_Merchant,2024-01-18 21:35:54,4,45693.49,0.0675,6,0,1.54994,1,TP
TXN0000041,U0206,30871.23,mobile_android,Delhi,IRCTC,2024-02-17 17:51:09,1,71417.07,0.4245,3,0,0.432261,0,FP_REVIEW
TXN0000042,U0486,33149.66,mobile_android,Delhi,Unknown_Merchant,2024-01-30 11:59:17,3,51725.29,0.0635,10,0,0.640867,1,TP
TXN0000043,U0311,6968.7,desktop_chrome,Hyderabad,PhonePe,2024-02-27 21:04:34,0,16229.22,22.8147,1,1,0.429366,0,TN
TXN0000044,U0302,17356.75,desktop_firefox,Chennai,IRCTC,2024-02-11 15:14:45,0,14234.0,1.1616,1,0,1.219301,0,FP_ALLOW
TXN0000045,U0042,8454.26,mobile_ios,Hyderabad,IRCTC,2024-01-16 05:58:10,0,27375.89,1.6263,1,1,0.30881,0,FP_ALLOW
TXN0000046,U0305,11167.5,mobile_ios,Chennai,Amazon,2024-02-15 14:58:31,1,125657.15,2.2575,3,1,0.088872,0,FP_ALLOW
TXN0000047,U0233,26990.19,desktop_firefox,Hyderabad,ATM_Withdrawal,2024-01-07 21:51:39,2,31655.83,0.3178,3,0,0.852587,0,FP_REVIEW
TXN0000048,U0332,19745.94,tablet,Chennai,IRCTC,2024-01-15 11:10:13,1,42403.81,0.4171,3,0,0.465653,0,FP_REVIEW
TXN0000049,U0305,33647.47,tablet,Chennai,Unknown_Merchant,2024-03-13 17:11:52,3,38899.1,0.0582,9,0,0.864971,1,TP
TXN0000050,U0359,3345.29,desktop_chrome,Chennai,PhonePe,2024-02-09 01:54:46,0,4278.44,43.8626,0,1,0.781712,0,TN
TXN0000051,U0456,2727.21,desktop_chrome,Pune,Amazon,2024-02-11 22:41:59,0,45830.78,46.2479,0,1,0.059505,1,FN
TXN0000052,U0429,1371.3,desktop_chrome,Mumbai,BigBasket,2024-03-24 13:08:58,0,80465.0,55.4176,0,1,0.017042,0,TN
TXN0000053,U0090,1800.76,desktop_chrome,Ahmedabad,Zomato,2024-02-15 16:20:46,0,41190.43,32.5119,2,1,0.043717,0,TN
TXN0000054,U0417,56950.57,mobile_android,Delhi,Unknown_Merchant,2024-02-17 17:48:14,3,25993.62,0.0617,7,0,2.19086,0,FP_BLOCK
TXN0000055,U0054,2584.2,desktop_chrome,Bangalore,PhonePe,2024-03-24 06:39:46,0,41303.86,36.6828,2,1,0.062564,0,TN
TXN0000056,U0340,44227.32,tablet,Mumbai,Unknown_Merchant,2024-02-08 21:07:16,3,14500.65,0.0277,8,0,3.049813,1,TP
TXN0000057,U0060,71266.53,mobile_android,Kolkata,Unknown_Merchant,2024-03-16 00:10:01,5,9121.18,0.0423,10,0,7.812445,1,TP
TXN0000058,U0028,57003.32,tablet,Pune,Unknown_Merchant,2024-01-19 05:05:56,5,38421.32,0.0632,9,0,1.483599,1,TP
TXN0000059,U0105,8704.83,desktop_chrome,Bangalore,Flipkart,2024-01-26 22:17:10,1,61310.4,2.9329,1,0,0.141977,0,FP_ALLOW
TXN0000060,U0312,8503.95,desktop_firefox,Hyderabad,Amazon,2024-03-18 14:32:09,1,60996.51,1.8806,3,0,0.139415,0,FP_ALLOW
TXN0000061,U0048,21373.24,desktop_firefox,Delhi,IRCTC,2024-01-22 19:35:25,1,135210.47,0.4731,4,0,0.158073,0,FP_REVIEW
TXN0000062,U0150,5439.84,desktop_chrome,Chennai,Flipkart,2024-02-19 09:45:27,1,24128.59,23.0122,0,1,0.225443,1,FN
TXN0000063,U0075,17284.4,desktop_firefox,Hyderabad,Amazon,2024-02-07 05:49:12,0,25075.39,1.3497,2,1,0.68927,0,FP_ALLOW
TXN0000064,U0404,24868.87,tablet,Chennai,Flipkart,2024-02-19 07:06:52,2,32544.75,0.332,5,0,0.76412,0,FP_REVIEW
TXN0000065,U0338,11864.58,desktop_chrome,Bangalore,Flipkart,2024-02-17 12:56:40,1,129852.18,1.6384,2,1,0.091369,0,FP_ALLOW
TXN0000066,U0165,37436.71,mobile_android,Hyderabad,Unknown_Merchant,2024-03-25 10:19:07,5,9540.44,0.0263,9,0,3.923591,1,TP
TXN0000067,U0398,5021.32,desktop_chrome,Mumbai,Zomato,2024-02-09 21:10:31,1,94972.62,44.0178,2,1,0.052871,1,FN
TXN0000068,U0196,26222.71,tablet,Bangalore,Unknown_Merchant,2024-02-07 11:37:43,3,32911.36,0.0452,7,0,0.796744,1,TP
TXN0000069,U0303,2265.68,desktop_chrome,Delhi,Amazon,2024-02-02 05:36:13,0,35520.3,65.7309,2,1,0.063784,0,TN
TXN0000070,U0008,680.41,desktop_chrome,Bangalore,Zomato,2024-03-11 03:24:58,0,6201.98,23.5966,0,1,0.109691,1,FN
TXN0000071,U0497,37273.35,tablet,Pune,Unknown_Merchant,2024-01-26 17:32:52,5,42218.83,0.0696,6,0,0.88284,1,TP
TXN0000072,U0437,56170.49,tablet,Kolkata,Unknown_Merchant,2024-03-06 11:22:00,5,14156.98,0.0711,9,0,3.967408,1,TP
TXN0000073,U0019,1630.59,mobile_ios,Delhi,Zomato,2024-02-29 22:47:05,1,63916.63,36.3513,0,1,0.025511,1,FN
TXN0000074,U0223,47035.16,mobile_android,Delhi,ATM_Withdrawal,2024-01-10 13:23:20,3,102299.1,0.026,5,0,0.459776,0,FP_BLOCK
TXN0000075,U0408,34357.05,desktop_firefox,Chennai,Flipkart,2024-01-06 10:46:02,2,79193.39,0.1977,3,0,0.433832,0,FP_REVIEW
TXN0000076,U0211,1365.34,mobile_ios,Bangalore,Amazon,2024-02-24 22:42:28,0,10937.11,42.0586,2,1,0.124824,1,FN
TXN0000077,U0318,36446.89,tablet,Hyderabad,Unknown_Merchant,2024-03-07 07:49:08,5,25558.45,0.0263,7,0,1.425965,1,TP
TXN0000078,U0327,29122.24,desktop_firefox,Ahmedabad,IRCTC,2024-01-25 15:48:36,2,10648.58,0.371,4,0,2.73459,0,FP_REVIEW
TXN0000079,U0081,46020.15,tablet,Ahmedabad,Unknown_Merchant,2024-01-08 04:06:38,5,51407.93,0.0547,8,0,0.895178,1,TP
TXN0000080,U0218,5018.57,desktop_chrome,Chennai,Swiggy,2024-03-08 00:32:49,0,40880.85,71.9561,0,1,0.122758,0,TN
TXN0000081,U0437,52262.39,tablet,Delhi,Unknown_Merchant,2024-02-16 21:57:23,3,79491.88,0.149,7,0,0.657447,0,FP_BLOCK
TXN0000082,U0152,60718.56,mobile_android,Kolkata,ATM_Withdrawal,2024-01-03 03:07:22,2,42003.36,0.1283,8,0,1.44553,0,FP_BLOCK
TXN0000083,U0463,48847.42,tablet,Hyderabad,Unknown_Merchant,2024-01-28 18:52:50,3,26580.97,0.0535,7,0,1.837615,1,TP
TXN0000084,U0348,21984.71,mobile_android,Bangalore,IRCTC,2024-03-14 08:37:21,1,12629.77,0.4154,4,0,1.740568,0,FP_REVIEW
TXN0000085,U0018,66478.34,tablet,Pune,ATM_Withdrawal,2024-02-26 06:30:17,3,17988.72,0.1172,7,0,3.695352,0,FP_BLOCK
TXN0000086,U0090,61483.79,mobile_android,Bangalore,Unknown_Merchant,2024-01-20 11:53:08,2,78756.46,0.1388,7,0,0.780673,0,FP_BLOCK
TXN0000087,U0484,18373.43,mobile_android,Chennai,Flipkart,2024-02-16 18:47:12,1,12444.64,0.4852,4,0,1.476295,0,FP_REVIEW
TXN0000088,U0073,5598.52,desktop_chrome,Hyderabad,BigBasket,2024-03-14 05:18:01,0,34421.73,8.3212,1,1,0.16264,0,TN
TXN0000089,U0203,22433.58,mobile_android,Chennai,IRCTC,2024-01-02 08:25:58,2,31269.25,0.3691,4,0,0.71741,0,FP_REVIEW
TXN0000090,U0345,43325.45,tablet,Kolkata,Unknown_Merchant,2024-01-26 10:52:49,3,33744.49,0.043,7,0,1.283889,1,TP
TXN0000091,U0318,35122.29,tablet,Pune,ATM_Withdrawal,2024-03-26 20:24:59,3,32621.94,0.1044,7,0,1.076613,0,FP_BLOCK
TXN0000092,U0060,5458.21,mobile_ios,Mumbai,Flipkart,2024-01-14 13:42:14,1,16037.71,6.4708,0,1,0.340315,1,FN
TXN0000093,U0455,13990.33,desktop_chrome,Bangalore,Flipkart,2024-02-22 04:34:27,1,72476.17,1.9684,3,1,0.193031,0,FP_ALLOW
TXN0000094,U0373,6665.99,mobile_ios,Kolkata,Flipkart,2024-01-16 00:03:52,1,51392.25,3.5049,1,1,0.129706,1,FN
TXN0000095,U0190,9921.06,desktop_chrome,Ahmedabad,Amazon,2024-01-22 02:16:30,1,27684.42,1.8612,1,1,0.35835,0,FP_ALLOW
TXN0000096,U0331,34338.95,desktop_firefox,Mumbai,Flipkart,2024-02-04 19:46:14,1,42646.09,0.4796,3,0,0.805189,0,FP_REVIEW
TXN0000097,U0422,38832.27,tablet,Delhi,ATM_Withdrawal,2024-02-14 03:34:05,2,31591.19,0.0517,7,0,1.229173,0,FP_BLOCK
TXN0000098,U0065,68382.81,mobile_android,Hyderabad,Unknown_Merchant,2024-03-17 09:47:30,5,29446.7,0.051,7,0,2.322178,1,TP
TXN0000099,U0417,47406.75,tablet,Hyderabad,Unknown_Merchant,2024-03-25 10:32:14,3,92684.11,0.0102,10,0,0.511482,1,TP
TXN0000100,U0440,33287.88,tablet,Bangalore,Unknown_Merchant,2024-01-15 01:08:50,3,42011.93,0.0563,6,0,0.792325,1,TP
TXN0000101,U0014,67081.0,mobile_android,Mumbai,ATM_Withdrawal,2024-01-13 19:07:25,3,27056.85,0.0427,5,0,2.47917,0,FP_BLOCK
TXN0000102,U0027,21884.16,mobile_android,Kolkata,IRCTC,2024-01-13 07:22:07,1,19375.89,0.2793,4,0,1.129395,0,FP_REVIEW
TXN0000103,U0186,16625.18,desktop_chrome,Delhi,Amazon,2024-02-19 19:55:52,0,32092.58,1.6451,3,1,0.518022,0,FP_ALLOW
TXN0000104,U0494,1461.07,desktop_chrome,Mumbai,PhonePe,2024-01-04 00:35:10,0,71701.61,50.0268,1,1,0.020377,0,TN
TXN0000105,U0252,50752.0,mobile_android,Ahmedabad,Unknown_Merchant,2024-03-10 04:00:55,3,25807.82,0.0526,8,0,1.96646,1,TP
TXN0000106,U0034,13965.26,desktop_firefox,Chennai,Myntra,2024-01-13 06:02:51,1,56816.47,1.6343,3,1,0.245792,0,FP_ALLOW
TXN0000107,U0310,5871.74,mobile_ios,Delhi,Zomato,2024-02-11 18:26:13,0,29326.87,22.7715,1,1,0.20021,1,FN
TXN0000108,U0117,71495.12,tablet,Pune,Unknown_Merchant,2024-02-10 04:15:19,4,38855.3,0.0611,9,0,1.839988,1,TP
TXN0000109,U0161,60132.05,tablet,Pune,Unknown_Merchant,2024-02-11 10:25:55,4,96774.69,0.0581,7,0,0.621355,1,TP
TXN0000110,U0243,33963.32,tablet,Delhi,IRCTC,2024-01-07 12:25:55,2,18216.86,0.3978,3,0,1.864287,0,FP_REVIEW
TXN0000111,U0191,68784.64,mobile_android,Bangalore,Unknown_Merchant,2024-03-19 19:33:34,5,52520.09,0.0493,10,0,1.309658,1,TP
TXN0000112,U0344,3074.08,desktop_chrome,Kolkata,PhonePe,2024-01-12 20:49:10,0,54294.46,5.6012,2,1,0.056618,0,TN
TXN0000113,U0148,5453.01,desktop_chrome,Chennai,Amazon,2024-02-28 07:03:24,0,10553.44,32.2099,0,1,0.516656,1,FN
TXN0000114,U0115,10687.24,desktop_chrome,Delhi,Myntra,2024-03-23 06:17:36,0,12846.54,2.5181,2,0,0.831851,0,FP_ALLOW
TXN0000115,U0433,4576.92,desktop_chrome,Mumbai,Amazon,2024-02-24 11:08:41,0,3718.41,21.1289,0,1,1.23055,0,TN
TXN0000116,U0391,1028.04,desktop_chrome,Pune,Amazon,2024-01-30 23:59:11,0,24015.73,28.0508,0,1,0.042805,1,FN
TXN0000117,U0206,59775.6,mobile_android,Bangalore,Unknown_Merchant,2024-01-07 18:08:44,3,70990.03,0.0251,10,0,0.842016,1,TP
TXN0000118,U0215,7705.71,mobile_ios,Pune,Swiggy,2024-02-14 01:04:16,0,10172.63,52.5117,1,1,0.75742,0,TN
TXN0000119,U0398,22053.3,tablet,Delhi,ATM_Withdrawal,2024-02-25 02:35:19,1,33319.89,0.1199,5,0,0.661846,0,FP_REVIEW
TXN0000120,U0042,3728.89,desktop_chrome,Ahmedabad,Flipkart,2024-01-27 10:02:44,1,71985.52,14.5657,1,1,0.0518,1,FN
TXN0000121,U0387,5550.88,desktop_chrome,Delhi,PhonePe,2024-02-19 17:51:12,0,63619.11,21.8273,0,1,0.08725,0,TN
TXN0000122,U0348,60395.52,mobile_android,Ahmedabad,ATM_Withdrawal,2024-02-27 14:06:10,2,12662.16,0.148,8,0,4.769388,0,FP_BLOCK
TXN0000123,U0029,76040.89,tablet,Hyderabad,Unknown_Merchant,2024-01-01 17:54:43,3,46535.04,0.0635,7,0,1.634022,1,TP
TXN0000124,U0149,48538.09,mobile_android,Delhi,Unknown_Merchant,2024-02-01 20:34:49,4,43007.81,0.0223,9,0,1.128562,1,TP
TXN0000125,U0195,49189.46,mobile_android,Hyderabad,ATM_Withdrawal,2024-02-21 17:00:24,3,36174.59,0.0767,5,0,1.359742,0,FP_BLOCK
TXN0000126,U0236,7264.6,desktop_chrome,Delhi,Zomato,2024-03-30 10:27:50,1,16231.51,20.6035,2,1,0.447534,1,FN
TXN0000127,U0328,6430.06,mobile_ios,Chennai,PhonePe,2024-02-10 13:17:50,0,56707.1,69.634,0,1,0.113389,0,TN
TXN0000128,U0088,73606.14,tablet,Ahmedabad,Unknown_Merchant,2024-03-18 19:12:57,3,45577.56,0.0691,9,0,1.614929,1,TP
TXN0000129,U0125,14799.72,desktop_firefox,Kolkata,IRCTC,2024-02-12 07:11:59,1,78606.62,1.0539,2,1,0.188273,0,FP_ALLOW
TXN0000130,U0399,25475.24,mobile_android,Delhi,IRCTC,2024-01-17 07:46:39,1,66955.64,0.2404,4,0,0.380474,0,FP_REVIEW
TXN0000131,U0491,52531.34,mobile_android,Bangalore,Unknown_Merchant,2024-03-20 12:17:18,3,36915.25,0.0279,7,0,1.422987,1,TP
TXN0000132,U0089,30565.7,mobile_android,Bangalore,Unknown_Merchant,2024-02-28 11:41:28,3,21476.89,0.0425,9,0,1.423124,1,TP
TXN0000133,U0289,48134.38,mobile_android,Ahmedabad,Unknown_Merchant,2024-03-14 18:38:31,2,22231.77,0.0289,8,0,2.165019,0,FP_BLOCK
TXN0000134,U0227,2529.42,desktop_chrome,Chennai,BigBasket,2024-03-02 07:14:02,0,76883.86,26.636,0,1,0.032899,0,TN
TXN0000135,U0038,15207.7,desktop_chrome,Ahmedabad,IRCTC,2024-01-31 03:18:09,0,17940.07,0.6918,2,1,0.847647,0,FP_ALLOW
TXN0000136,U0443,31704.96,mobile_android,Delhi,Amazon,2024-03-24 00:58:40,2,22403.58,0.3217,5,0,1.415111,0,FP_REVIEW
TXN0000137,U0406,44843.74,mobile_android,Mumbai,ATM_Withdrawal,2024-03-12 17:48:38,3,21081.48,0.0852,8,0,2.127062,0,FP_BLOCK
TXN0000138,U0491,24092.5,tablet,Ahmedabad,Flipkart,2024-01-07 00:10:34,1,27954.47,0.3585,5,0,0.861817,0,FP_REVIEW
TXN0000139,U0021,855.51,desktop_chrome,Ahmedabad,BigBasket,2024-01-25 01:17:04,0,28528.97,44.6864,2,1,0.029986,0,TN
TXN0000140,U0187,1454.9,desktop_chrome,Chennai,PhonePe,2024-02-06 04:48:29,0,43181.13,49.5228,1,1,0.033692,0,TN
TXN0000141,U0027,19894.26,tablet,Pune,Flipkart,2024-03-17 15:01:55,1,30572.96,0.3714,5,0,0.650693,0,FP_REVIEW
TXN0000142,U0146,20671.77,desktop_firefox,Bangalore,IRCTC,2024-01-25 11:11:33,1,32201.45,0.2241,4,0,0.641932,0,FP_REVIEW
TXN0000143,U0336,53260.7,tablet,Kolkata,ATM_Withdrawal,2024-03-08 19:34:34,3,81864.79,0.1037,8,0,0.650586,0,FP_BLOCK
TXN0000144,U0169,13903.14,desktop_firefox,Bangalore,IRCTC,2024-03-19 22:51:28,1,33920.94,0.5456,3,1,0.409857,0,FP_ALLOW
TXN0000145,U0159,77641.6,tablet,Hyderabad,Unknown_Merchant,2024-01-18 12:02:34,4,23607.5,0.0259,7,0,3.288714,1,TP
TXN0000146,U0071,9327.0,desktop_chrome,Delhi,IRCTC,2024-01-16 01:02:54,0,89702.03,2.691,3,1,0.103976,0,FP_ALLOW
TXN0000147,U0317,47343.29,tablet,Kolkata,ATM_Withdrawal,2024-01-13 17:21:59,2,20089.79,0.1138,6,0,2.356467,0,FP_BLOCK
TXN0000148,U0023,47947.75,mobile_android,Pune,Unknown_Merchant,2024-02-09 21:22:11,4,35121.11,0.0299,10,0,1.365173,1,TP
TXN0000149,U0384,17797.85,mobile_ios,Ahmedabad,Amazon,2024-03-17 02:23:13,1,10622.56,1.4196,2,0,1.675319,0,FP_ALLOW
TXN0000150,U0485,1494.43,desktop_chrome,Ahmedabad,Swiggy,2024-02-25 09:10:24,0,41115.8,37.2035,1,1,0.036346,0,TN
TXN0000151,U0215,55632.63,mobile_android,Hyderabad,Unknown_Merchant,2024-01-16 17:37:22,4,68221.0,0.0549,6,0,0.815465,1,TP
TXN0000152,U0448,38417.69,mobile_android,Delhi,Unknown_Merchant,2024-02-06 00:59:12,4,23278.88,0.0634,6,0,1.650253,1,TP
TXN0000153,U0140,33684.59,mobile_android,Bangalore,ATM_Withdrawal,2024-02-13 14:59:22,2,34059.18,0.135,8,0,0.988973,0,FP_BLOCK
TXN0000154,U0477,2685.79,mobile_ios,Kolkata,PhonePe,2024-01-03 14:08:45,0,132874.72,28.1773,2,1,0.020213,0,TN
TXN0000155,U0198,54307.34,mobile_android,Pune,Unknown_Merchant,2024-01-08 22:09:16,3,39351.3,0.0752,8,0,1.38003,1,TP
TXN0000156,U0430,46232.79,tablet,Pune,ATM_Withdrawal,2024-03-10 09:22:53,2,65960.0,0.1393,7,0,0.700911,0,FP_BLOCK
TXN0000157,U0242,6409.31,desktop_chrome,Bangalore,Flipkart,2024-03-08 13:57:55,0,355602.75,2.8742,0,1,0.018024,1,FN
TXN0000158,U0111,35154.16,tablet,Bangalore,Unknown_Merchant,2024-03-22 01:36:18,3,225222.92,0.0266,8,0,0.156085,1,TP
TXN0000159,U0063,64460.0,mobile_android,Hyderabad,Unknown_Merchant,2024-01-05 15:15:51,2,37123.19,0.1288,5,0,1.736334,0,FP_BLOCK
TXN0000160,U0256,23987.31,mobile_android,Mumbai,ATM_Withdrawal,2024-02-27 22:30:09,1,28719.88,0.2717,4,0,0.835187,0,FP_REVIEW
TXN0000161,U0315,65676.29,mobile_android,Hyderabad,ATM_Withdrawal,2024-02-04 06:07:15,2,6012.07,0.0288,7,0,10.922256,0,FP_BLOCK
TXN0000162,U0270,30796.15,desktop_firefox,Mumbai,Amazon,2024-02-22 19:48:10,1,31243.03,0.2548,5,0,0.985665,0,FP_REVIEW
TXN0000163,U0192,9028.84,desktop_chrome,Mumbai,IRCTC,2024-01-25 15:02:52,1,45191.76,2.4288,1,0,0.199785,0,FP_ALLOW
TXN0000164,U0377,35428.05,mobile_android,Pune,Unknown_Merchant,2024-03-14 11:11:22,3,95077.57,0.0482,8,0,0.372619,1,TP
TXN0000165,U0417,1356.44,desktop_chrome,Bangalore,Zomato,2024-03-03 09:49:20,1,50204.04,10.3848,2,1,0.027018,1,FN
TXN0000166,U0070,66838.66,tablet,Ahmedabad,Unknown_Merchant,2024-01-07 03:02:05,2,42636.88,0.1228,5,0,1.567589,0,FP_BLOCK
TXN0000167,U0454,59530.11,tablet,Pune,Unknown_Merchant,2024-01-05 01:38:52,5,18662.66,0.0792,9,0,3.189627,1,TP
TXN0000168,U0279,74668.59,mobile_android,Chennai,Unknown_Merchant,2024-02-15 23:06:05,5,38949.18,0.03,7,0,1.917028,1,TP
TXN0000169,U0442,11225.59,desktop_firefox,Mumbai,Myntra,2024-03-16 19:29:33,1,25866.23,1.5924,1,1,0.43397,0,FP_ALLOW
TXN0000170,U0205,26594.26,desktop_firefox,Ahmedabad,Flipkart,2024-03-13 04:01:56,1,15060.93,0.3768,4,0,1.765661,0,FP_REVIEW
TXN0000171,U0189,38086.86,mobile_android,Chennai,Unknown_Merchant,2024-03-30 17:47:58,5,18898.43,0.0155,9,0,2.015239,1,TP
TXN0000172,U0309,12007.74,desktop_firefox,Bangalore,Myntra,2024-03-20 20:11:38,1,72367.32,1.3198,1,0,0.165925,0,FP_ALLOW
TXN0000173,U0152,64740.53,tablet,Ahmedabad,Unknown_Merchant,2024-01-30 18:11:13,3,105364.97,0.0346,9,0,0.614435,1,TP
TXN0000174,U0022,28249.44,mobile_android,Pune,Amazon,2024-03-11 13:36:01,2,44356.95,0.492,5,0,0.636852,0,FP_REVIEW
TXN0000175,U0486,59654.56,tablet,Delhi,Unknown_Merchant,2024-01-06 13:39:14,4,26321.73,0.0661,10,0,2.266276,1,TP
TXN0000176,U0348,49764.88,tablet,Mumbai,Unknown_Merchant,2024-01-16 12:47:45,2,41541.87,0.0287,6,0,1.197916,0,FP_BLOCK
TXN0000177,U0399,49434.5,mobile_android,Pune,Unknown_Merchant,2024-03-03 15:20:18,2,22126.15,0.1083,6,0,2.234111,0,FP_BLOCK
